"cod_modelo_color","cod_color_code","des_color_specification_esp","des_agrup_color_eng","des_sex","des_age","des_line","des_fabric","des_product_category","des_product_aggregated_family","des_product_family","des_product_type","des_filename"
"57076711-99","99","NEGRO","GREY","Female","Adult","SHE","O-POLIPIEL","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57076711_99.jpg"
"57095786-05","05","CRUDO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Swim and intimate","Intimate","Socks","datathon/images/2023_57095786_05.jpg"
"57094013-05","05","CRUDO","WHITE","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57094013_05.jpg"
"57062510-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Crossbody bag","datathon/images/2023_57062510_99.jpg"
"57085793-90","90","PERLA","GREY","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57085793_90.jpg"
"57085976-81","81","ROSA PASTEL","PINK","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2023_57085976_81.jpg"
"57033817-61","61","LILA","PURPLE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2023_57033817_61.jpg"
"57004792-26","26","PEACH","ORANGE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2023_57004792_26.jpg"
"57038268-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57038268_99.jpg"
"57099080-99","99","NEGRO","GREY","Female","Adult","SHE","O-POLIPIEL","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57099080_99.jpg"
"57038277-94","94","GRIS MEDIO VIGORE","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57038277_94.jpg"
"53020583-92","92","GRIS","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2019_53020583_92.jpg"
"53080586-56","56","NAVY","BLUE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_53080586_56.jpg"
"51070618-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_51070618_99.jpg"
"53060602-TM","TM","TEJANO MEDIO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_53060602_TM.jpg"
"51000640-02","02","OFFWHITE","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2019_51000640_02.jpg"
"53040541-TC","TC","TEJANO CLARO","BLUE","Female","Adult","SHE","J-JEANS","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2019_53040541_TC.jpg"
"41057802-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2019_41057802_02.jpg"
"53090798-26","26","PEACH","ORANGE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_53090798_26.jpg"
"51033705-03","03","HIELO","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_51033705_03.jpg"
"51083028-70","70","ROJO","RED","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2019_51083028_70.jpg"
"53093752-TN","TN","TEJANO NEGRO","GREY","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2019_53093752_TN.jpg"
"53003766-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_53003766_OR.jpg"
"53015029-TM","TM","TEJANO MEDIO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2019_53015029_TM.jpg"
"53055767-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_53055767_99.jpg"
"53005784-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53005784_99.jpg"
"53003800-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_53003800_99.jpg"
"57017883-69","69","MARINO","BLUE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_57017883_69.jpg"
"57015916-99","99","NEGRO","GREY","Female","Adult","VIOLETA","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_57015916_99.jpg"
"57017886-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_57017886_OR.jpg"
"57027653-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Bracelet","datathon/images/2019_57027653_OR.jpg"
"57022501-32","32","CHOCOLATE","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Glasses","datathon/images/2019_57022501_32.jpg"
"53017024-TO","TO","TEJANO OSCURO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2019_53017024_TO.jpg"
"57004004-37","37","KHAKI","BROWN","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57004004_37.jpg"
"57008258-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57008258_05.jpg"
"57038630-52","52","AZUL","BLUE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2019_57038630_52.jpg"
"57047702-07","07","ARENA","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_57047702_07.jpg"
"57079212-37","37","KHAKI","BROWN","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57079212_37.jpg"
"47073771-TM","TM","TEJANO MEDIO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_47073771_TM.jpg"
"47087877-01","01","BLANCO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2023_47087877_01.jpg"
"57030034-08","08","BEIGE","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Kerchief","datathon/images/2023_57030034_08.jpg"
"57010041-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2023_57010041_99.jpg"
"57072505-30","30","MARRON","BROWN","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57072505_30.jpg"
"57000165-02","02","OFFWHITE","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Wallets & cases","Wallet","datathon/images/2023_57000165_02.jpg"
"57040256-01","01","BLANCO","WHITE","Female","Adult","SHE","T-TRICOT","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57040256_01.jpg"
"57010278-01","01","BLANCO","WHITE","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57010278_01.jpg"
"47047141-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_47047141_02.jpg"
"57020152-01","01","BLANCO","WHITE","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2023_57020152_01.jpg"
"47056715-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Sandals","datathon/images/2023_47056715_PL.jpg"
"57034397-TO","TO","TEJANO OSCURO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_57034397_TO.jpg"
"57022526-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2023_57022526_PL.jpg"
"57044403-52","52","AZUL","BLUE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57044403_52.jpg"
"57084403-09","09","CAMEL","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2023_57084403_09.jpg"
"57094405-05","05","CRUDO","WHITE","Female","Adult","SHE","O-POLIPIEL","Tops","Tops","Tops","Top","datathon/images/2023_57094405_05.jpg"
"57083804-07","07","ARENA","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2023_57083804_07.jpg"
"57073806-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57073806_05.jpg"
"57075139-56","56","NAVY","BLUE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Scarf","datathon/images/2023_57075139_56.jpg"
"57042896-01","01","BLANCO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2023_57042896_01.jpg"
"57055794-07","07","ARENA","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan Vest","datathon/images/2023_57055794_07.jpg"
"57006316-02","02","OFFWHITE","WHITE","Unisex","Adult","HOME","P-PLANA","Home","Decor","Deco Textiles","Plaid","datathon/images/2023_57006316_02.jpg"
"57063816-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57063816_99.jpg"
"57098267-09","09","CAMEL","WHITE","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57098267_09.jpg"
"57035810-02","02","OFFWHITE","WHITE","Female","Adult","SHE","T-TRICOT","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57035810_02.jpg"
"57075809-92","92","GRIS","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Shirts","Shirt","Shirt","datathon/images/2023_57075809_92.jpg"
"57006729-43","43","VERDE","GREEN","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57006729_43.jpg"
"57069105-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2023_57069105_99.jpg"
"57067755-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Hats, scarves and gloves","Cap","datathon/images/2023_57067755_99.jpg"
"43047718-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2019_43047718_02.jpg"
"44013753-08","08","BEIGE","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_44013753_08.jpg"
"43025788-70","70","ROJO","RED","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_43025788_70.jpg"
"43065789-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_43065789_99.jpg"
"53010616-32","32","CHOCOLATE","BROWN","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2019_53010616_32.jpg"
"53040627-01","01","BLANCO","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2019_53040627_01.jpg"
"53030686-80","80","NUDE","PINK","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_53030686_80.jpg"
"51063704-92","92","GRIS","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_51063704_92.jpg"
"53053026-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53053026_02.jpg"
"53080778-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2019_53080778_99.jpg"
"53080842-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2019_53080842_02.jpg"
"53090872-20","20","NARANJA","ORANGE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_53090872_20.jpg"
"53063732-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2019_53063732_99.jpg"
"53003725-15","15","MOSTAZA","YELLOW","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53003725_15.jpg"
"53093722-07","07","ARENA","WHITE","Female","Adult","SHE","T-TRICOT","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53093722_07.jpg"
"51097031-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_51097031_99.jpg"
"53073757-10","10","VAINILLA","YELLOW","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Ankle Boots","datathon/images/2019_53073757_10.jpg"
"53053766-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2019_53053766_99.jpg"
"53015746-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_53015746_05.jpg"
"53061103-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_53061103_02.jpg"
"53095764-37","37","KHAKI","BROWN","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2019_53095764_37.jpg"
"51001127-15","15","MOSTAZA","YELLOW","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2019_51001127_15.jpg"
"57095922-70","70","ROJO","RED","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2019_57095922_70.jpg"
"57057692-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57057692_99.jpg"
"57019403-99","99","NEGRO","GREY","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2019_57019403_99.jpg"
"57039204-52","52","AZUL","BLUE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57039204_52.jpg"
"57067696-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57067696_99.jpg"
"57019805-30","30","MARRON","BROWN","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2019_57019805_30.jpg"
"57099075-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57099075_99.jpg"
"57085941-CU","CU","CUERO","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Boots","datathon/images/2019_57085941_CU.jpg"
"57039604-OR","OR","ORO","WHITE","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57039604_OR.jpg"
"57035133-30","30","MARRON","BROWN","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Puffer coats","Puffer coat","datathon/images/2019_57035133_30.jpg"
"67050154-57","57","AZUL NOCHE","BLUE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Belts and Ties","Braces","datathon/images/2020_67050154_57.jpg"
"47010422-02","02","OFFWHITE","WHITE","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2023_47010422_02.jpg"
"47015917-08","08","BEIGE","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Shoulder bag","datathon/images/2023_47015917_08.jpg"
"47005919-CU","CU","CUERO","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Totes bag","datathon/images/2023_47005919_CU.jpg"
"47085850-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Ring","datathon/images/2023_47085850_OR.jpg"
"47087124-DC","DC","DIRTY CLARO","BLUE","Female","Adult","SHE","J-JEANS","Bottoms","Skirts and shorts","Shorts","Bermudas","datathon/images/2023_47087124_DC.jpg"
"57010632-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2023_57010632_99.jpg"
"47068639-01","01","BLANCO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2023_47068639_01.jpg"
"57040728-88","88","FUCSIA","PINK","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57040728_88.jpg"
"57050258-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Wallets & cases","Purse","datathon/images/2023_57050258_99.jpg"
"57050301-88","88","FUCSIA","PINK","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57050301_88.jpg"
"57032889-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2023_57032889_99.jpg"
"57012884-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2023_57012884_99.jpg"
"57020452-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_57020452_05.jpg"
"57022894-85","85","ROSA","PINK","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Blouse","datathon/images/2023_57022894_85.jpg"
"57054024-70","70","ROJO","RED","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Sunglasses","datathon/images/2023_57054024_70.jpg"
"57035793-61","61","LILA","PURPLE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater Vest","datathon/images/2023_57035793_61.jpg"
"57035801-05","05","CRUDO","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2023_57035801_05.jpg"
"57004436-CU","CU","CUERO","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Citybag","datathon/images/2023_57004436_CU.jpg"
"57067743-76","76","GRANATE","RED","Female","Adult","SHE","P-PLANA","Accesories, Swim and Intimate","Swim and intimate","Intimate","Nightgown","datathon/images/2023_57067743_76.jpg"
"57016031-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57016031_05.jpg"
"57039101-PL","PL","PLATA","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57039101_PL.jpg"
"51000622-06","06","PIEDRA","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2019_51000622_06.jpg"
"53020727-20","20","NARANJA","ORANGE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Shoes","datathon/images/2019_53020727_20.jpg"
"51020771-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Shorts","Shorts","datathon/images/2019_51020771_99.jpg"
"53083724-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Puffer coats","Puffer coat","datathon/images/2019_53083724_99.jpg"
"51040856-94","94","GRIS MEDIO VIGORE","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Coats and Parkas","Coats","Coat","datathon/images/2019_51040856_94.jpg"
"53073715-70","70","ROJO","RED","Female","Adult","SHE","T-TRICOT","Tops","Tops","Tops","Top","datathon/images/2019_53073715_70.jpg"
"53003751-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2019_53003751_99.jpg"
"51013758-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_51013758_99.jpg"
"53075738-49","49","BOTELLA","GREEN","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Jackets","Jacket","datathon/images/2019_53075738_49.jpg"
"51065031-05","05","CRUDO","WHITE","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2019_51065031_05.jpg"
"53035033-50","50","CELESTE","BLUE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Footwear","Shoes","datathon/images/2019_53035033_50.jpg"
"53003793-02","02","OFFWHITE","WHITE","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_53003793_02.jpg"
"53033792-52","52","AZUL","BLUE","Female","Adult","SHE","K-CIRCULAR","Tops","Tops","Tops","Top","datathon/images/2019_53033792_52.jpg"
"57004753-09","09","CAMEL","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57004753_09.jpg"
"57085911-85","85","ROSA","PINK","Female","Adult","SHE","K-CIRCULAR","Tops","Sweaters and Cardigans","Sweatshirts","Sweatshirt","datathon/images/2019_57085911_85.jpg"
"57075908-99","99","NEGRO","GREY","Female","Adult","SHE","K-CIRCULAR","Bottoms","Trousers & leggings","Leggings and joggers","Leggings","datathon/images/2019_57075908_99.jpg"
"57035919-43","43","VERDE","GREEN","Female","Adult","SHE","K-CIRCULAR","Tops","T-shirts","T-shirt","T-Shirt","datathon/images/2019_57035919_43.jpg"
"57047881-OR","OR","ORO","WHITE","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Jewellery","Earrings","datathon/images/2019_57047881_OR.jpg"
"57007696-06","06","PIEDRA","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57007696_06.jpg"
"57009204-43","43","VERDE","GREEN","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57009204_43.jpg"
"57045933-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57045933_99.jpg"
"57039205-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Outerwear","Jackets and Blazers","Blazers","Blazer","datathon/images/2019_57039205_99.jpg"
"57079076-09","09","CAMEL","WHITE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Cardigans","Cardigan","datathon/images/2019_57079076_09.jpg"
"57009215-50","50","CELESTE","BLUE","Female","Adult","SHE","T-TRICOT","Tops","Sweaters and Cardigans","Sweater","Sweater","datathon/images/2019_57009215_50.jpg"
"57037699-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Dresses, jumpsuits and Complete set","Dresses and jumpsuits","Dresses","Dress","datathon/images/2019_57037699_99.jpg"
"57037703-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Tops","Shirts","Shirt","Shirt","datathon/images/2019_57037703_99.jpg"
"47084004-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_47084004_99.jpg"
"47061508-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Glasses","Sunglasses","datathon/images/2023_47061508_99.jpg"
"47035841-01","01","BLANCO","WHITE","Female","Adult","SHE","K-CIRCULAR","Accesories, Swim and Intimate","Swim and intimate","Swimwear","Bikini pantie","datathon/images/2023_47035841_01.jpg"
"47014765-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2023_47014765_99.jpg"
"47003774-TN","TN","TEJANO NEGRO","GREY","Female","Adult","SHE","J-JEANS","Bottoms","Jeans","Jeans","Jeans","datathon/images/2023_47003774_TN.jpg"
"47055868-99","99","NEGRO","GREY","Female","Adult","SHE","P-PLANA","Bottoms","Skirts and shorts","Skirts","Skirt","datathon/images/2023_47055868_99.jpg"
"47025953-32","32","CHOCOLATE","BROWN","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Belts and Ties","Belt","datathon/images/2023_47025953_32.jpg"
"57050028-PL","PL","PLATA","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Belts and Ties","Belt","datathon/images/2023_57050028_PL.jpg"
"57040166-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Wallets & cases","Purse","datathon/images/2023_57040166_99.jpg"
"57040158-99","99","NEGRO","GREY","Female","Adult","SHE","C-COMPLEMENTOS","Accesories, Swim and Intimate","Accessories","Bags","Handbag","datathon/images/2023_57040158_99.jpg"
"57000365-69","69","MARINO","BLUE","Female","Adult","SHE","P-PLANA","Bottoms","Trousers & leggings","Trousers","Trousers","datathon/images/2023_57000365_69.jpg"
