"cod_outfit","cod_modelo_color"
7404,"57092505-10"
3496,"47087877-01"
3496,"57010037-05"
3496,"57010636-56"
3496,"57020264-56"
3496,"47044759-02"
3496,"47037840-52"
2867,"57010046-99"
2867,"57050184-01"
2867,"57050230-01"
2867,"57004042-OR"
2867,"57040291-TM"
2867,"57024405-TN"
2869,"57010046-99"
2869,"57050184-01"
2869,"57050230-01"
2869,"57040291-TM"
2869,"57024405-TN"
2869,"57004044-OR"
2871,"57010046-99"
2871,"57050184-01"
2871,"57050230-01"
2871,"57040291-TM"
2871,"57024405-TN"
2871,"57004046-OR"
2872,"57010046-99"
2872,"57050184-01"
2872,"57050230-01"
2872,"57004047-OR"
2872,"57040291-TM"
2872,"57024405-TN"
2873,"57010046-99"
2873,"57050184-01"
2873,"57050230-01"
2873,"57040291-TM"
2873,"57024405-TN"
2873,"57004048-OR"
2882,"57010046-99"
2882,"57050184-01"
2882,"57050230-01"
2882,"57040291-TM"
2882,"57024405-TN"
2882,"57004055-OR"
2883,"57010046-99"
2883,"57050184-01"
2883,"57050230-01"
2883,"57040291-TM"
2883,"57024405-TN"
2883,"57004056-OR"
2884,"57010046-99"
2884,"57050184-01"
2884,"57050230-01"
2884,"57040291-TM"
2884,"57024405-TN"
2884,"57004057-OR"
2918,"57010046-99"
2918,"57050230-01"
2918,"57040291-TM"
2918,"57024405-TN"
2918,"57004432-70"
2932,"57010046-99"
2932,"57050230-01"
2932,"57040291-TM"
2932,"57024405-TN"
2932,"57004440-11"
2957,"57010046-99"
2957,"57050230-01"
2957,"57040291-TM"
2957,"57024405-TN"
2957,"57004790-99"
2957,"57005823-56"
2957,"57045809-01"
2957,"57016019-92"
3080,"57010046-99"
3080,"57050184-01"
3080,"57050230-01"
3080,"57040291-TM"
3080,"57024405-TN"
3080,"57005969-70"
3083,"57010046-99"
3083,"57050184-01"
3083,"57050230-01"
3083,"57040291-TM"
3083,"57024405-TN"
3083,"57005970-99"
3103,"57010046-99"
3103,"57050184-01"
3103,"57050230-01"
3103,"57040291-TM"
3103,"57024405-TN"
3103,"57006011-OR"
3396,"57010046-99"
3396,"57001503-02"
3396,"57002885-99"
3396,"57010293-05"
3396,"47008648-05"
3636,"57010046-99"
3636,"57050184-01"
3636,"57050230-01"
3636,"57040291-TM"
3636,"57024405-TN"
3636,"57014036-OR"
3644,"57010046-99"
3644,"57050184-01"
3644,"57050230-01"
3644,"57040291-TM"
3644,"57024405-TN"
3644,"57014043-OR"
3662,"57010046-99"
3662,"57050184-01"
3662,"57050230-01"
3662,"57014425-PL"
3662,"57040291-TM"
3662,"57024405-TN"
3679,"57010046-99"
3679,"57050184-01"
3679,"57050230-01"
3679,"57040291-TM"
3679,"57024405-TN"
3679,"57014768-05"
3686,"57010046-99"
3686,"57050230-01"
3686,"57040291-TM"
3686,"57024405-TN"
3686,"57014779-70"
3769,"57010046-99"
3769,"57050184-01"
3769,"57050230-01"
3769,"57040291-TM"
3769,"57024405-TN"
3769,"57015966-99"
3771,"57010046-99"
3771,"57050184-01"
3771,"57050230-01"
3771,"57040291-TM"
3771,"57024405-TN"
3771,"57015968-43"
4223,"57010046-99"
4223,"57042510-99"
4223,"57050473-TM"
4223,"57014424-99"
4223,"57025956-85"
4247,"57010046-99"
4247,"57050184-01"
4247,"57050230-01"
4247,"57040291-TM"
4247,"57024405-TN"
4247,"57026006-PL"
4566,"57010046-99"
4566,"57050184-01"
4566,"57050230-01"
4566,"57040291-TM"
4566,"57024405-TN"
4566,"57034026-99"
4955,"57010046-99"
4955,"47037834-OR"
4955,"57050078-99"
4955,"57040254-05"
4955,"47026304-32"
5167,"57010046-99"
5167,"57050184-01"
5167,"57050230-01"
5167,"57040291-TM"
5167,"57024405-TN"
5167,"57043265-43"
5168,"57010046-99"
5168,"57050184-01"
5168,"57050230-01"
5168,"57040291-TM"
5168,"57024405-TN"
5168,"57043266-05"
5169,"57010046-99"
5169,"57050184-01"
5169,"57050230-01"
5169,"57040291-TM"
5169,"57024405-TN"
5169,"57043266-43"
5170,"57010046-99"
5170,"57050184-01"
5170,"57050230-01"
5170,"57040291-TM"
5170,"57024405-TN"
5170,"57043266-99"
5171,"57010046-99"
5171,"57050184-01"
5171,"57050230-01"
5171,"57040291-TM"
5171,"57024405-TN"
5171,"57043267-05"
5219,"57010046-99"
5219,"57050184-01"
5219,"57050230-01"
5219,"57040291-TM"
5219,"57024405-TN"
5219,"57044022-99"
5261,"57010046-99"
5261,"57050230-01"
5261,"57044776-99"
5261,"57040291-TM"
5261,"57024405-TN"
5286,"57010046-99"
5286,"57050230-01"
5286,"57040291-TM"
5286,"57024405-TN"
5286,"57045798-99"
5557,"57010046-99"
5557,"47037834-OR"
5557,"57050078-99"
5557,"57040254-05"
5557,"47026304-32"
5789,"57010046-99"
5789,"57050184-01"
5789,"57050230-01"
5789,"57040291-TM"
5789,"57024405-TN"
5789,"57051173-01"
5900,"57010046-99"
5900,"57050230-01"
5900,"57040291-TM"
5900,"57024405-TN"
5900,"57054422-99"
6283,"57010046-99"
6283,"57050184-01"
6283,"57050230-01"
6283,"57040291-TM"
6283,"57024405-TN"
6283,"57064015-56"
6353,"57010046-99"
6353,"57050230-01"
6353,"57040291-TM"
6353,"57024405-TN"
6353,"57065149-PL"
6761,"57010046-99"
6761,"57014427-30"
6761,"57050230-01"
6761,"57040291-TM"
6761,"57024405-TN"
6761,"57004782-CU"
6761,"57004784-CU"
6761,"57075147-CU"
6796,"57010046-99"
6796,"57042510-99"
6796,"57024405-TN"
6796,"57014424-99"
6796,"57075810-88"
6843,"57010046-99"
6843,"57094431-DI"
6843,"57072509-99"
6843,"57023805-99"
6843,"57010030-99"
6843,"57033797-99"
6843,"57044037-30"
6843,"57075982-08"
7078,"57010046-99"
7078,"57050184-01"
7078,"57050230-01"
7078,"57040291-TM"
7078,"57024405-TN"
7078,"57084018-30"
7211,"57010046-99"
7211,"57050184-01"
7211,"57052895-PL"
7211,"57050230-01"
7211,"57086003-PL"
7211,"57040291-TM"
7211,"57024405-TN"
7226,"57010046-99"
7226,"57044409-TO"
7226,"57042510-99"
7226,"57014424-99"
7226,"57086028-85"
7408,"57010046-99"
7408,"57050184-01"
7408,"57092510-99"
7408,"57050230-01"
7408,"57040291-TM"
7408,"57024405-TN"
7433,"57010046-99"
7433,"57050184-01"
7433,"57050230-01"
7433,"57040291-TM"
7433,"57024405-TN"
7433,"57093264-08"
7439,"57010046-99"
7439,"57050294-OR"
7439,"57025806-30"
7439,"57005804-99"
7439,"57023805-99"
7439,"57093795-50"
7711,"57010046-99"
7711,"57050336-PL"
7711,"57004433-99"
7711,"57027719-43"
7711,"57097718-43"
2774,"57050184-01"
2774,"57001168-01"
2774,"47094760-OR"
2774,"47039047-02"
2774,"47005935-99"
2833,"57050184-01"
2833,"57003777-65"
2833,"47026326-02"
2833,"57092893-PL"
2833,"47000189-PL"
3385,"57050184-01"
3385,"57010036-PL"
3385,"57050230-01"
3385,"57040291-TM"
3385,"57024405-TN"
4229,"57050184-01"
4229,"57050230-01"
4229,"57040291-TM"
4229,"57024405-TN"
4229,"57025973-PL"
5041,"57050184-01"
5041,"47035914-09"
5041,"57050100-05"
5041,"57040046-PL"
5041,"47005929-OR"
5041,"57040363-01"
6015,"57050184-01"
6015,"57050230-01"
6015,"57040291-TM"
6015,"57024405-TN"
6015,"57056011-01"
6630,"57050184-01"
6630,"57050230-01"
6630,"57040291-TM"
6630,"57024405-TN"
6630,"57072508-31"
6681,"57050184-01"
6681,"57024405-TN"
6681,"57083795-32"
6681,"57094024-30"
6681,"57073812-95"
3025,"57000276-PL"
3025,"57004786-99"
3025,"57035148-01"
3025,"57045980-56"
3025,"57005816-50"
3600,"57000276-PL"
3600,"57040278-99"
3600,"57094419-32"
3600,"57094028-99"
3600,"57013804-52"
3858,"57000276-PL"
3858,"57094385-99"
3858,"57014778-99"
3858,"57027713-99"
3858,"57017756-99"
3858,"57052525-PL"
4368,"57000276-PL"
4368,"57095142-99"
4368,"57014425-99"
4368,"57029092-70"
4368,"57035959-TO"
7583,"57000276-PL"
7583,"57022511-PL"
7583,"57055144-99"
7583,"57024428-01"
7583,"57015968-99"
7583,"57095793-99"
2740,"47083267-TM"
2740,"47016322-99"
2740,"57050294-OR"
2740,"57001065-56"
2740,"57012518-99"
3423,"47083267-TM"
3423,"37010684-99"
3423,"57050078-99"
3423,"57010260-52"
3423,"47065916-99"
4925,"47083267-TM"
4925,"47015919-01"
4925,"57050091-08"
4925,"57040156-02"
4925,"47039045-02"
2819,"47005944-32"
2819,"57050294-OR"
2819,"57050078-99"
2819,"57002892-99"
7018,"47005944-32"
7018,"57050294-OR"
7018,"57082887-99"
7018,"47087877-94"
7018,"47085839-TC"
2649,"57000280-40"
2649,"47045965-DO"
2649,"57010038-99"
2649,"47016322-99"
2649,"47004026-PL"
3388,"57010038-99"
3388,"47005861-OR"
3388,"57064388-99"
3388,"57010494-99"
3388,"47007650-08"
3422,"57010038-99"
3422,"47005920-99"
3422,"57010260-09"
3422,"47078257-30"
3422,"47034759-99"
3422,"47065145-30"
3442,"57010038-99"
3442,"57010282-94"
3442,"47013256-TC"
3442,"47032878-99"
3442,"47027837-OR"
4997,"57010038-99"
4997,"47037106-30"
4997,"47086319-CU"
4997,"57040296-99"
4997,"47037839-30"
2715,"47016322-99"
2715,"57012512-08"
2715,"57001007-05"
2715,"47088639-08"
2715,"47002528-OR"
2802,"47016322-99"
2802,"57010719-02"
2802,"57040161-TC"
2802,"37010684-99"
2802,"57002541-PL"
3475,"47016322-99"
3475,"57081168-PL"
3475,"57062892-TM"
3475,"57010481-52"
3475,"37010681-99"
3486,"47016322-99"
3486,"57010719-02"
3486,"57040161-TC"
3486,"37010684-99"
3486,"57020363-OR"
3486,"57010620-23"
3550,"47016322-99"
3550,"57010719-02"
3550,"57040161-TC"
3550,"37010684-99"
3550,"57020363-OR"
3550,"57012508-99"
3957,"47016322-99"
3957,"57010719-02"
3957,"57040161-TC"
3957,"37010684-99"
3957,"57020363-OR"
3957,"57020028-70"
4413,"47016322-99"
4413,"57010719-02"
4413,"57040161-TC"
4413,"57020363-OR"
4413,"57030007-05"
4414,"47016322-99"
4414,"57010719-02"
4414,"57040161-TC"
4414,"37010684-99"
4414,"57020363-OR"
4414,"57030008-26"
4420,"47016322-99"
4420,"57010719-02"
4420,"57040161-TC"
4420,"37010684-99"
4420,"57020363-OR"
4420,"57030029-05"
4957,"47016322-99"
4957,"57010006-99"
4957,"57050045-OR"
4957,"57050118-OR"
4957,"57040255-99"
4957,"47015868-99"
5114,"47016322-99"
5114,"37010684-99"
5114,"57020363-OR"
5114,"57001026-99"
5114,"57041025-99"
5133,"47016322-99"
5133,"57010719-02"
5133,"57040161-TC"
5133,"37010684-99"
5133,"57020363-OR"
5133,"57042506-32"
5137,"47016322-99"
5137,"57010719-02"
5137,"57040161-TC"
5137,"37010684-99"
5137,"57020363-OR"
5137,"57042510-05"
5148,"47016322-99"
5148,"57084388-99"
5148,"57091175-OR"
5148,"57042882-01"
5148,"47091269-TN"
5518,"47016322-99"
5518,"57010719-02"
5518,"57040161-TC"
5518,"37010684-99"
5518,"57020363-OR"
5518,"57050006-23"
5527,"47016322-99"
5527,"57010719-02"
5527,"57040161-TC"
5527,"37010684-99"
5527,"57020363-OR"
5527,"57050028-15"
5544,"47016322-99"
5544,"57010719-02"
5544,"57040161-TC"
5544,"37010684-99"
5544,"57050049-OR"
5586,"47016322-99"
5586,"57010719-02"
5586,"57040161-TC"
5586,"37010684-99"
5586,"57020363-OR"
5586,"57050107-88"
5788,"47016322-99"
5788,"57010719-02"
5788,"57040161-TC"
5788,"37010684-99"
5788,"57051172-43"
6626,"47016322-99"
6626,"57010719-02"
6626,"57040161-TC"
6626,"37010684-99"
6626,"57020363-OR"
6626,"57072504-OR"
5687,"47004026-PL"
5687,"47032882-PL"
5687,"47044016-01"
5687,"47005933-TC"
5687,"57050281-TM"
3012,"57010042-05"
3012,"57001039-CU"
3012,"57085801-99"
3012,"57005808-83"
3012,"57016018-35"
3792,"57010042-05"
3792,"57065987-99"
3792,"57085801-99"
3792,"57005808-83"
3792,"57016018-35"
3792,"57021035-CU"
3792,"57066011-99"
4974,"57010042-05"
4974,"47037834-OR"
4974,"47035869-OR"
4974,"47032501-32"
4974,"57040273-99"
5681,"57010042-05"
5681,"57030033-99"
5681,"47077106-06"
5681,"47050101-99"
5681,"57050275-99"
5681,"47027108-06"
5702,"57010042-05"
5702,"57012512-08"
5702,"47085855-99"
5702,"57010612-99"
5702,"57050300-99"
5702,"57050308-OR"
6797,"57010042-05"
6797,"57050294-OR"
6797,"57004434-CU"
6797,"57085801-99"
6797,"57075812-85"
2741,"47047832-99"
2741,"57012511-99"
2741,"57001065-70"
2741,"57020039-TC"
2741,"57081168-PL"
2843,"57040274-OR"
2843,"57005813-94"
2843,"57014427-30"
2843,"57062508-08"
2843,"57003809-34"
2919,"57040274-OR"
2919,"57012518-99"
2919,"57020039-TC"
2919,"57004432-99"
2919,"57032880-05"
2933,"57040274-OR"
2933,"57012518-99"
2933,"57020039-TC"
2933,"57032880-05"
2933,"57004440-14"
2967,"57040274-OR"
2967,"57012518-99"
2967,"57020039-TC"
2967,"57032880-05"
2967,"57005150-56"
3148,"57040274-OR"
3148,"57014427-30"
3148,"57095798-05"
3148,"57084388-78"
3148,"57006729-35"
3235,"57040274-OR"
3235,"57044409-TO"
3235,"57007751-06"
3235,"57066008-92"
3235,"57025807-02"
3558,"57040274-OR"
3558,"57040278-99"
3558,"57012518-99"
3558,"57020039-TC"
3558,"47018645-05"
4248,"57040274-OR"
4248,"57040278-99"
4248,"57012518-99"
4248,"57020039-TC"
4248,"57032880-05"
4248,"57026007-OR"
4487,"57040274-OR"
4487,"57012518-99"
4487,"57020039-TC"
4487,"57031178-02"
4487,"57032880-05"
4488,"57040274-OR"
4488,"57012518-99"
4488,"57020039-TC"
4488,"57031178-99"
4488,"57032880-05"
4540,"57040274-OR"
4540,"57022511-PL"
4540,"57042511-99"
4540,"57033812-99"
4540,"57092502-PL"
4590,"57040274-OR"
4590,"57040278-99"
4590,"57020039-TC"
4590,"57032880-05"
4590,"57034425-TL"
4644,"57040274-OR"
4644,"57040278-99"
4644,"57012518-99"
4644,"57020039-TC"
4644,"57032880-05"
4644,"57035807-56"
4947,"57040274-OR"
4947,"57010006-99"
4947,"47057120-TM"
4947,"57040214-52"
4947,"57040266-52"
4975,"57040274-OR"
4975,"57050032-99"
4975,"57062514-05"
4975,"57014034-01"
4975,"47065840-01"
4975,"47068256-01"
5273,"57040274-OR"
5273,"57042511-99"
5273,"57062508-08"
5273,"57092512-32"
5273,"57045789-76"
5295,"57040274-OR"
5295,"57040278-99"
5295,"57012518-99"
5295,"57020039-TC"
5295,"57032880-05"
5295,"57045806-56"
5534,"57040274-OR"
5534,"57050032-99"
5534,"57062514-05"
5534,"57014034-01"
5534,"47065840-01"
5534,"47068256-01"
5580,"57040274-OR"
5580,"57050103-20"
5580,"57050105-20"
5580,"57050106-88"
5582,"57040274-OR"
5582,"57050103-20"
5582,"57050105-20"
5582,"57050106-88"
5583,"57040274-OR"
5583,"57050103-20"
5583,"57050105-20"
5583,"57050106-88"
5614,"57040274-OR"
5614,"57012511-99"
5614,"57050078-99"
5614,"57020217-99"
5614,"57050176-99"
5705,"57040274-OR"
5705,"57040278-99"
5705,"57020039-TC"
5705,"57032880-05"
5705,"57050302-07"
6188,"57040274-OR"
6188,"57040278-99"
6188,"57020039-TC"
6188,"47018645-05"
6188,"57061172-OR"
6237,"57040274-OR"
6237,"57012518-99"
6237,"57020039-TC"
6237,"57032880-05"
6237,"57063262-70"
6362,"57040274-OR"
6362,"57040278-99"
6362,"57020039-TC"
6362,"57032880-05"
6362,"57084782-01"
6362,"57065787-85"
6367,"57040274-OR"
6367,"57042511-99"
6367,"57083795-99"
6367,"57094394-99"
6367,"57065790-75"
6512,"57040274-OR"
6512,"57087735-CG"
6512,"57096007-99"
6512,"57028276-08"
6512,"57097119-78"
6512,"57067735-CG"
6740,"57040274-OR"
6740,"57040278-99"
6740,"57020039-TC"
6740,"57032880-05"
6740,"57074431-99"
7148,"57040274-OR"
7148,"57012511-99"
7148,"57042511-99"
7148,"57085788-79"
7148,"57095788-79"
7495,"57040274-OR"
7495,"57012518-99"
7495,"57020039-TC"
7495,"57032880-05"
7495,"57094032-CU"
7570,"57040274-OR"
7570,"57040278-99"
7570,"57020039-TC"
7570,"57032880-05"
7570,"57084782-01"
7570,"57095786-43"
7574,"57040274-OR"
7574,"57012511-99"
7574,"57042511-99"
7574,"57085788-79"
7574,"57095788-79"
7580,"57040274-OR"
7580,"57082889-PL"
7580,"57042511-99"
7580,"57092512-32"
7580,"57095792-52"
7652,"57040274-OR"
7652,"57040278-99"
7652,"57012518-99"
7652,"57020039-TC"
7652,"57032880-05"
7652,"57096009-OR"
2801,"57010603-99"
2801,"57010006-99"
2801,"57050078-99"
2801,"57002540-OR"
2801,"57050033-52"
2860,"57010603-99"
2860,"57001097-99"
2860,"57030776-99"
2860,"57071176-99"
2860,"57063817-99"
2860,"57003826-05"
2860,"57050303-01"
2906,"57010603-99"
2906,"57030776-99"
2906,"57022511-PL"
2906,"57010282-01"
2906,"57004410-37"
4088,"57010603-99"
4088,"57001097-99"
4088,"57030776-99"
4088,"57023807-07"
4088,"57072887-99"
4092,"57010603-99"
4092,"57001097-99"
4092,"57030776-99"
4092,"57023811-52"
4092,"57041177-TM"
4575,"57010603-99"
4575,"57030776-99"
4575,"57051087-TM"
4575,"57004423-70"
4575,"57034402-56"
5850,"57010603-99"
5850,"57002512-99"
5850,"57050294-OR"
5850,"57010282-01"
5850,"57014425-99"
5850,"57053809-99"
5850,"57053802-TN"
5850,"57053818-40"
5850,"57083820-40"
5878,"57010603-99"
5878,"57010037-05"
5878,"57030776-99"
5878,"57050230-99"
5878,"57054396-07"
6680,"57010603-99"
6680,"57001097-99"
6680,"57030776-99"
6680,"57032893-TN"
6680,"57073812-02"
7399,"57010603-99"
7399,"57050336-PL"
7399,"57062514-05"
7399,"47067661-08"
7399,"57092002-52"
7459,"57010603-99"
7459,"57030776-99"
7459,"57022511-PL"
7459,"57042003-TC"
7459,"57093808-01"
7491,"57010603-99"
7491,"57043797-99"
7491,"57030776-99"
7491,"57074417-99"
7491,"57044395-99"
7491,"57004781-99"
7491,"57053809-99"
7491,"57094028-99"
7491,"57092523-PL"
7491,"57034404-56"
7514,"57010603-99"
7514,"57022511-PL"
7514,"57002516-99"
7514,"57033796-99"
7514,"57094404-99"
3378,"47046706-CU"
3378,"57010030-30"
3378,"57061167-01"
3378,"47011308-TM"
3378,"47005777-30"
3988,"47046706-CU"
3988,"57010007-99"
3988,"57050044-OR"
3988,"47076304-01"
3988,"57020242-01"
4894,"47046706-CU"
4894,"47017134-30"
4894,"47067661-08"
4894,"47026304-06"
4894,"57040047-OR"
4900,"47046706-CU"
4900,"57040600-32"
4900,"47067661-08"
4900,"57050486-02"
4900,"57040071-08"
3962,"57020033-OR"
3962,"47085870-TC"
3962,"47017132-TC"
3962,"37010684-CU"
3962,"47035839-20"
4447,"47022522-OR"
4447,"47014026-OR"
4447,"57030253-56"
4447,"47045963-98"
4447,"47045960-98"
4513,"57040600-32"
4513,"57081168-PL"
4513,"57092893-PL"
4513,"57040042-PL"
4513,"57032887-30"
6044,"57040600-32"
6044,"57055972-30"
6044,"57010282-94"
6044,"57064028-09"
6044,"57056715-37"
2713,"47015919-01"
2713,"37010684-99"
2713,"57000900-01"
2713,"47009012-02"
2713,"47085944-OR"
2713,"57072001-01"
2713,"57030033-99"
5208,"47037834-OR"
5208,"47067662-08"
5208,"57020038-01"
5208,"57044008-05"
5208,"47095948-56"
5753,"47037834-OR"
5753,"57012512-08"
5753,"57010612-99"
5753,"57040251-02"
5753,"47035869-OR"
5753,"57050470-01"
5753,"57050308-OR"
7036,"47040358-OR"
7036,"57043797-99"
7036,"57050032-99"
7036,"57010274-OR"
7036,"57083799-20"
5004,"47004002-99"
5004,"47055145-99"
5004,"47057846-99"
5004,"47037839-30"
5004,"57040302-99"
2657,"57000323-PL"
2657,"57052895-PL"
2657,"57012899-PL"
2657,"57082889-PL"
2657,"47032882-PL"
2657,"57002533-PL"
3581,"57052895-PL"
3581,"57012899-PL"
3581,"57082889-PL"
3581,"47032882-PL"
3581,"57002533-PL"
3581,"57022511-PL"
3581,"57086003-PL"
3581,"57004410-99"
3581,"57045136-99"
5821,"57052895-PL"
5821,"57012899-PL"
5821,"57082889-PL"
5821,"47032882-PL"
5821,"57002533-PL"
5821,"57022511-PL"
2815,"57012899-PL"
2815,"57082889-PL"
2815,"47032882-PL"
2815,"57002533-PL"
2815,"57002888-01"
6653,"57012899-PL"
6653,"57002533-PL"
6653,"57092881-99"
6653,"57050491-PL"
6653,"57033796-99"
6653,"57093809-99"
6653,"57072892-PL"
7003,"57012899-PL"
7003,"57022511-PL"
7003,"57004410-99"
7003,"57045136-99"
7003,"57082523-PL"
5423,"57082889-PL"
5423,"57081168-PL"
5423,"57065149-PL"
5423,"57036005-PL"
5423,"57047732-99"
5627,"57082889-PL"
5627,"57024405-TN"
5627,"57072889-99"
5627,"57094781-99"
5627,"57050188-99"
5854,"57082889-PL"
5854,"57082892-PL"
5854,"57050437-PL"
5854,"57081176-PL"
5854,"57052525-PL"
5854,"57053821-88"
5855,"57082889-PL"
5855,"57082892-PL"
5855,"57004056-OR"
5855,"57013823-05"
5855,"57053822-80"
5884,"57082889-PL"
5884,"57094014-05"
5884,"57072889-PL"
5884,"57072509-99"
5884,"57054404-68"
5884,"47067110-PL"
5884,"57003807-TM"
6042,"57082889-PL"
6042,"57050336-PL"
6042,"57021179-01"
6042,"57052525-PL"
6042,"57056713-PL"
6223,"57082889-PL"
6223,"47032882-PL"
6223,"57002533-PL"
6223,"57012898-TM"
6223,"57062884-92"
6264,"57082889-PL"
6264,"57082892-PL"
6264,"57063818-80"
6264,"57004056-OR"
6264,"57084028-OR"
6266,"57082889-PL"
6266,"57072889-PL"
6266,"57092523-PL"
6266,"57024034-PL"
6266,"57063820-70"
6268,"57082889-PL"
6268,"57082892-PL"
6268,"57061167-01"
6268,"57043266-05"
6268,"57063822-88"
6369,"57082889-PL"
6369,"57082892-PL"
6369,"57050437-PL"
6369,"57052525-PL"
6369,"57065792-99"
6474,"57082889-PL"
6474,"57062510-99"
6474,"57050437-PL"
6474,"57066713-92"
6474,"57086713-92"
7021,"57082889-PL"
7021,"57002533-PL"
7021,"57042003-TC"
7021,"57040253-99"
7021,"57072892-PL"
7058,"57082889-PL"
7058,"57022511-PL"
7058,"57042524-OR"
7058,"57040253-99"
7058,"57083814-70"
7200,"57082889-PL"
7200,"57050294-OR"
7200,"57004438-05"
7200,"57005982-40"
7200,"57085976-40"
7423,"57082889-PL"
7423,"47032882-PL"
7423,"57002533-PL"
7423,"47003277-TN"
7423,"57092888-99"
7684,"57082889-PL"
7684,"57020041-99"
7684,"57014036-PL"
7684,"57052525-PL"
7684,"57096713-PL"
3426,"47032882-PL"
3426,"57010263-88"
3426,"47037133-02"
3426,"47025146-PL"
3426,"47071287-OR"
2723,"57002533-PL"
2723,"57001030-01"
2723,"57001045-01"
2723,"57022511-PL"
2723,"47019025-PL"
2723,"47009026-PL"
2723,"57010036-PL"
2723,"57072889-PL"
2725,"57002533-PL"
2725,"57001030-01"
2725,"57001045-01"
2725,"47019025-PL"
2725,"47009026-PL"
2725,"57010036-PL"
2725,"57072889-PL"
2820,"57002533-PL"
2820,"57002893-99"
2820,"47054426-PL"
2820,"57083254-PL"
2820,"57040108-99"
2820,"57010274-OR"
3565,"57002533-PL"
3565,"47085855-99"
3565,"57010040-99"
3565,"57063811-99"
3565,"57012884-99"
3580,"57002533-PL"
3580,"57010036-PL"
3580,"57050491-PL"
3580,"57092893-PL"
3580,"57012898-TM"
3580,"57062894-TM"
3580,"57022003-43"
4032,"57002533-PL"
4032,"57050491-PL"
4032,"57092893-PL"
4032,"57012898-TM"
4032,"57022003-43"
4050,"57002533-PL"
4050,"57002512-99"
4050,"57082893-99"
4050,"57022883-99"
4050,"57072882-99"
4954,"57002533-PL"
4954,"57010040-99"
4954,"57040253-99"
4954,"57052886-99"
5815,"57002533-PL"
5815,"57030039-PL"
5815,"57010036-PL"
5815,"57010040-99"
5815,"57010274-OR"
5815,"57052886-99"
6214,"57002533-PL"
6214,"47085855-99"
6214,"57010036-PL"
6214,"57012898-TM"
6214,"57062516-99"
6214,"47093258-99"
6232,"57002533-PL"
6232,"57050491-PL"
6232,"57092893-PL"
6232,"57012898-TM"
6232,"57062894-TM"
6640,"57002533-PL"
6640,"57002512-99"
6640,"47054426-PL"
6640,"57040108-99"
6640,"57072882-99"
6640,"57082003-99"
6996,"57002533-PL"
6996,"57002512-99"
6996,"47054426-PL"
6996,"57040108-99"
6996,"57072882-99"
6996,"57082003-99"
7040,"57002533-PL"
7040,"57010007-99"
7040,"57072889-PL"
7040,"57092893-PL"
7040,"57083800-PL"
7369,"57002533-PL"
7369,"47065143-99"
7369,"57065970-99"
7369,"57057757-99"
7369,"57089118-99"
4574,"57056012-99"
4574,"57050294-OR"
4574,"57096026-99"
4574,"57034397-TO"
4574,"57065143-99"
5043,"57056012-99"
5043,"57050294-OR"
5043,"57096026-99"
5043,"57040364-BL"
5043,"57065143-82"
5693,"57056012-99"
5693,"57050294-OR"
5693,"57096026-99"
5693,"57021179-01"
5693,"57050290-02"
6017,"57056012-99"
6017,"57016021-PL"
6017,"57096026-99"
6017,"57086011-99"
6017,"57056029-99"
6030,"57056012-99"
6030,"57016021-PL"
6030,"57096026-99"
6030,"57086011-99"
6030,"57056029-99"
7214,"57056012-99"
7214,"57016021-PL"
7214,"57096026-99"
7214,"57086011-99"
7214,"57056029-99"
4261,"57066023-01"
4261,"57086017-92"
4261,"57016021-PL"
4261,"57096026-99"
4261,"57086022-PL"
4261,"57026032-92"
6456,"57066023-01"
6456,"57086017-92"
6456,"57016021-PL"
6456,"57096026-99"
6456,"57086022-PL"
6456,"57026032-92"
7204,"57066023-01"
7204,"57096026-99"
7204,"57085985-99"
7204,"57005809-35"
7204,"57075985-99"
7216,"57066023-01"
7216,"57086017-92"
7216,"57016021-PL"
7216,"57096026-99"
7216,"57086022-PL"
7216,"57026032-92"
7220,"57066023-01"
7220,"57086017-92"
7220,"57016021-PL"
7220,"57096026-99"
7220,"57086022-PL"
7220,"57026032-92"
5136,"57082892-PL"
5136,"57094033-PL"
5136,"57092521-PL"
5136,"57042509-99"
5136,"57042889-99"
6267,"57082892-PL"
6267,"57022511-PL"
6267,"57010274-OR"
6267,"57024034-PL"
6267,"57063821-43"
6897,"57082892-PL"
6897,"57034776-PL"
6897,"57026006-PL"
6897,"57066726-PL"
6897,"57077726-94"
7069,"57082892-PL"
7069,"57010274-OR"
7069,"57004056-OR"
7069,"57025973-PL"
7069,"57083821-99"
7411,"57082892-PL"
7411,"57094033-PL"
7411,"57092521-PL"
7411,"57042509-99"
7411,"57042889-99"
7773,"57082892-PL"
7773,"57034776-PL"
7773,"57026006-PL"
7773,"57066726-PL"
7773,"57098266-94"
5777,"57000342-TC"
5777,"57093253-01"
5777,"57000438-OR"
5777,"57010770-52"
5777,"57050489-88"
7422,"57000342-TC"
7422,"57010037-05"
7422,"57091175-OR"
7422,"57014779-01"
7422,"57092886-68"
2683,"57000358-12"
2683,"57040262-01"
2683,"57030411-OR"
2683,"57020434-70"
2683,"57000404-15"
2683,"57050248-52"
2686,"57000358-12"
2686,"57040262-01"
2686,"57030411-OR"
2686,"57020434-70"
2686,"57000404-15"
2686,"57000413-OR"
3521,"57000358-12"
3521,"57000420-11"
3521,"57020434-70"
3521,"57000413-OR"
3521,"57010748-70"
